Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",586,Pakistan,G,CON_USD_M,16.62643,33.10266,108.24953,45.01669,56.07175,47.03321,104.82792,118.45445,65.96802,78.99047,85.75087,115.32433,187.54821,251.32054,259.28944,310.20913,192.97623,328.24008,235.35781,192.57303,174.3849,195.97914
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",585,Palau,G,CON_USD_M,,,,0.02213,,0.25934,1.14648,0.88429,0.52013,0.21386,0.15712,3.67761,0.17931,0.45711,0.57882,1.42756,7.46902,5.43523,7.04604,7.12191,3.63037,1.35114
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",591,Panama,G,CON_USD_M,1.52381,7.42012,0.27799,2.14936,0.0264,3.45773,2.71769,0.43364,3.85095,29.46601,87.2962,67.99062,15.65303,11.69252,2.49969,1.29841,1.52667,5.22987,19.41552,21.71296,3.17431,17.49533
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",598,Papua New Guinea,G,CON_USD_M,13.9758,50.94964,10.08332,3.31808,6.94333,2.39217,3.97867,3.54663,4.83476,1.31342,14.58867,7.52924,11.22183,2.3789,5.45735,6.81803,37.51493,29.36625,35.15355,29.05212,18.56084,21.43551
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",600,Paraguay,G,CON_USD_M,0.6529,0.00842,0.38953,0.39129,0.20619,0.75292,0.63693,0.69815,2.90818,14.53067,8.1574,4.67032,8.98997,11.28563,3.92215,3.49252,18.87306,9.35896,18.20644,31.68588,22.90306,15.89214
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",604,Peru,G,CON_USD_M,323.15283,8.52869,19.34983,36.76719,38.53377,44.50823,57.62618,210.85632,157.05328,110.11547,205.07432,216.45501,61.12969,55.40276,57.79775,72.52505,45.46686,61.88032,77.97398,51.96354,17.6953,18.27055
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",608,Philippines,G,CON_USD_M,22.39182,74.45165,20.11286,26.89856,29.65999,26.05831,30.23449,67.20292,101.2829,45.58392,48.25649,26.22256,15.25263,22.79695,25.47217,29.01843,21.64511,24.08792,116.41747,94.88587,27.6247,45.94453
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",61,Polynesia,G,CON_USD_M,11.31323,3.49008,7.39185,3.91688,4.55243,6.82565,5.94403,5.24152,11.5623,13.07117,18.32266,27.65709,13.10214,11.92963,19.5702,30.70629,29.22241,23.6699,29.36281,11.65904,4.94846,5.2646
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",498,Republic of Moldova,G,CON_USD_M,0.43778,,4.24252,2.78684,1.47713,2.80384,6.32683,9.35653,4.32571,30.49932,19.93076,12.00618,33.35858,36.36848,32.41033,70.59524,11.44512,21.23014,12.83046,9.23707,26.65157,6.86979
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",646,Rwanda,G,CON_USD_M,42.1481,12.78868,7.02077,6.60752,21.73352,28.75106,33.93029,56.32224,44.69971,25.49688,42.07224,45.46664,36.03965,43.32324,36.13004,40.71138,71.66607,63.81178,50.03215,51.88442,48.06168,31.02364
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",654,Saint Helena,G,CON_USD_M,3.0582,0.25675,0.80165,0.42339,1.00327,0.23564,0.24311,0.23394,,0.32838,0.27053,,,,,,,0.15219,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",659,Saint Kitts and Nevis,G,CON_USD_M,,0.13249,0.05044,,,,,,,0.01234,0.01997,0.01645,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",662,Saint Lucia,G,CON_USD_M,0.4522,8.70499,8.21235,1.93445,0.59437,0.67118,3.99534,1.24403,1.54428,0.02396,0.06539,0.11736,0.03479,0.02607,0.29248,0.30756,0.62753,0.56806,2.07323,0.2236,0.3744,0.41456
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",670,Saint Vincent and the Grenadines,G,CON_USD_M,,,1.79149,3.31344,1.70325,1.3693,1.24995,0.60668,0.40296,,0.01832,,0.04127,0.01734,0.01044,0.01566,0.03484,0.02904,,0.08228,1.91588,6.30746
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",882,Samoa,G,CON_USD_M,0.27188,,5.70858,2.95707,1.4395,1.81202,3.88966,2.39162,9.45403,9.30035,16.24599,21.06707,8.41602,3.15621,15.374,21.14291,19.8692,16.07494,20.48823,8.45138,0.86,0.74535
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",678,Sao Tome and Principe,G,CON_USD_M,5.40586,2.02493,2.52974,3.34236,2.89914,1.9528,0.92099,0.79497,0.85246,1.00501,3.20355,1.2562,0.50311,0.87376,0.93,6.91582,9.2719,9.05953,8.99454,6.82201,6.89342,3.6872
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",682,Saudi Arabia,G,CON_USD_M,0.04048,0.01401,0.01856,0.02415,0.04951,0.03908,0.10415,0.60466,,,,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",686,Senegal,G,CON_USD_M,27.79112,278.89009,48.51097,52.54647,91.4564,68.73671,49.53878,87.63884,85.22467,74.62584,69.89335,117.46368,92.24134,113.82988,161.77467,126.92009,77.80873,67.35026,237.51826,177.37794,135.90936,83.23501
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",688,Serbia,G,CON_USD_M,65.71022,49.05553,21.39844,23.2872,26.07839,26.76955,37.0059,43.98857,32.57862,35.57299,34.03062,27.58209,31.50707,30.95845,28.15277,33.28973,38.59229,48.00795,41.12346,51.69626,38.75258,44.96589
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",690,Seychelles,G,CON_USD_M,,,,0.05587,0.27382,,,0.04392,0.1954,0.62331,0.66354,1.94764,0.7319,10.11067,2.61266,0.07524,5.4374,0.20827,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",694,Sierra Leone,G,CON_USD_M,3.95491,3.26516,6.85937,2.45174,31.41972,8.89868,5.86583,36.58106,17.89488,24.64244,12.80634,17.17607,31.97632,46.77353,43.68249,22.98742,36.13159,45.64758,55.35605,30.92715,35.07794,19.95614
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",705,Slovenia,G,CON_USD_M,18.81776,15.42954,0.00158,,,,,,,,,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",722,Small island developing States (SIDS),G,CON_USD_M,182.02842,153.28922,110.10868,94.63651,120.27228,99.32968,116.31169,84.09371,123.84224,232.72304,200.78665,213.76387,184.33403,200.52161,216.90725,259.18192,321.82123,310.49432,340.8279,221.75963,187.29068,244.84822
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",90,Solomon Islands,G,CON_USD_M,2.36784,0.24261,0.23451,0.13861,0.12105,0.85823,0.84358,0.12268,0.33096,0.47743,6.35107,4.98461,8.09165,18.78594,8.56178,8.53059,6.00587,11.69622,10.69054,17.81784,22.4128,10.8824
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",706,Somalia,G,CON_USD_M,3.21157,3.9462,1.72997,1.80833,1.39642,1.7085,6.24596,3.35276,5.42348,5.97644,3.7047,6.9472,12.06877,9.23948,9.08781,29.17495,37.28723,22.76669,16.46729,18.17095,24.12367,31.86467
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",710,South Africa,G,CON_USD_M,11.59672,11.52969,12.15354,9.61265,14.14733,40.18063,92.28321,12.45082,51.68681,61.46183,50.58493,136.06923,4.12158,3.44734,3.26757,3.34554,32.71164,1.97052,1.89127,103.74882,4.17054,8.58397
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",5,South America,G,CON_USD_M,545.30309,82.32903,86.68787,108.05713,111.07406,154.68191,181.42562,345.38563,415.472,405.73482,365.17162,665.92852,567.57785,357.22972,357.81077,325.48637,446.85645,485.20444,406.63239,377.8566,312.04426,307.61732
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",728,South Sudan,G,CON_USD_M,,,,,,,,,,,,11.91729,20.07906,33.76177,23.44749,43.55738,54.70776,53.05183,58.73972,37.76678,27.61876,38.17426
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",35,South-Eastern Asia,G,CON_USD_M,1002.50949,1026.92549,221.94409,300.58166,324.62377,361.76169,634.75366,685.01854,764.38221,806.5401,914.72201,962.54155,926.089,1019.73788,993.86579,1146.63476,1031.04538,1004.13,1163.52992,1111.54179,1039.05694,1096.57332
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",18,Southern Africa,G,CON_USD_M,19.56718,59.09733,21.88877,28.35915,37.68789,54.97291,106.06972,32.47546,91.7947,101.98524,112.65504,253.99337,107.46758,133.5664,55.01651,41.75202,75.6881,26.365,22.69686,118.46263,26.95411,49.74384
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",34,Southern Asia,G,CON_USD_M,487.48435,958.9988,493.41016,431.63064,474.04237,755.02295,733.59132,642.12974,781.43699,716.51765,1111.2605,1243.70509,1239.52794,1266.71582,1363.70875,1391.19025,1470.95782,1739.78157,1689.57111,1438.75488,1245.90367,1338.53107
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",127,Southern Asia (excluding India),G,CON_USD_M,291.91483,567.17273,251.15956,242.65454,236.61563,336.9805,376.66557,340.5438,413.70962,411.30995,646.16166,750.48924,777.77683,795.01699,864.4765,907.61756,890.88702,1048.31313,1065.82235,1046.02875,936.19462,918.30323
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",39,Southern Europe,G,CON_USD_M,283.07012,159.40462,76.38064,92.27716,116.67867,112.43632,135.56798,146.72113,159.85651,149.80928,170.00169,171.32554,210.64693,174.00781,251.32234,259.28479,237.05239,211.19193,145.83644,177.18247,158.20596,170.50161
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",144,Sri Lanka,G,CON_USD_M,35.93609,52.05901,20.40628,37.30408,48.6915,89.90994,103.53331,80.00794,130.66259,91.55919,168.58527,168.31173,159.47783,130.76307,164.26948,163.13453,137.31514,167.78542,194.59108,154.94249,136.16619,133.02923
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",275,State of Palestine,G,CON_USD_M,142.44377,368.07484,84.76438,90.08194,62.73113,54.94654,73.44327,53.57308,58.69296,54.99059,138.76251,117.28072,110.77832,86.04162,119.76715,130.8027,118.19294,114.73549,153.86549,125.52046,79.89712,84.39793
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",202,Sub-Saharan Africa,G,CON_USD_M,1054.76951,1339.20258,722.55286,869.92647,1022.20518,1288.19699,1358.90062,1670.89435,1873.44608,1976.94237,2134.84948,2327.79208,2528.6656,2751.97081,2729.64531,2657.64781,3071.05174,2797.8809,3169.04834,3268.24496,2541.36341,2484.94576
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",729,Sudan,G,CON_USD_M,3.94631,17.62326,6.23041,2.44634,2.23655,13.53165,22.24473,22.73226,35.87718,82.82677,108.78217,126.60209,128.84735,106.62188,126.19176,237.60202,57.64903,46.81828,40.93257,67.35695,35.12431,41.24042
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",740,Suriname,G,CON_USD_M,0.27834,0.00504,3.36401,1.56956,4.27882,8.30192,7.66494,4.81737,4.13885,6.86578,7.28447,10.76756,,0.48355,0.0191,0.4662,0.8491,1.85252,0.40453,1.15267,0.47293,0.56856
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",760,Syrian Arab Republic,G,CON_USD_M,14.67083,14.9545,2.02328,15.06806,10.78918,5.69545,16.79287,18.19698,6.36483,8.25841,11.89444,14.90929,1.64835,1.34791,4.22155,4.52342,2.85115,9.33307,26.89394,28.37334,38.35957,28.72736
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",762,Tajikistan,G,CON_USD_M,17.216,7.27466,3.52254,5.95413,19.93603,25.35326,11.79596,7.4631,15.18999,15.27486,23.74684,24.40873,35.95945,34.15034,37.90403,45.20716,63.2345,27.11936,77.04854,67.68758,99.35281,102.50802
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",764,Thailand,G,CON_USD_M,80.46433,27.99459,6.92879,24.42927,15.73592,16.34046,5.51006,3.70569,3.12122,1.99975,7.29555,10.56597,11.36715,14.59851,25.76276,8.34041,6.22426,2.7769,1.64318,3.20429,1.55698,1.88597
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",626,Timor-Leste,G,CON_USD_M,4.31445,29.9792,5.22346,4.89185,6.94549,13.04441,11.87237,10.01638,13.83847,17.97325,19.03826,24.24292,15.99548,11.23246,12.75517,17.85297,16.52321,6.43683,2.77549,3.43215,4.14882,3.34437
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",768,Togo,G,CON_USD_M,0.4474,2.987,2.43542,7.19078,7.18961,1.25511,1.31947,1.45208,2.83733,5.3055,4.54628,7.91309,8.69442,9.36699,12.0724,11.06912,19.68847,19.38058,20.52806,15.98041,10.54352,29.5747
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",772,Tokelau,G,CON_USD_M,,,,0.03491,0.10813,0.02946,,,,,,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",776,Tonga,G,CON_USD_M,10.63082,,0.76391,0.64941,2.66599,4.3524,1.57568,2.42909,1.86974,1.26357,1.06281,2.33949,0.76213,2.90841,1.62424,1.81919,1.49727,2.65685,1.19697,1.18013,0.56751,1.19845
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",780,Trinidad and Tobago,G,CON_USD_M,,,,,0.1282,0.31369,,,0.15635,0.43913,0.01472,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",788,Tunisia,G,CON_USD_M,88.86048,77.17187,32.66382,35.99333,42.24093,92.34637,119.05088,96.18662,111.25441,104.57681,134.75303,156.52978,100.37733,51.71621,104.54713,125.95451,168.2638,165.82872,246.12136,120.04965,310.55907,190.40582
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",792,TÃ¼rkiye,G,CON_USD_M,63.45871,149.20608,60.69368,88.9839,55.14793,19.15007,9.63478,7.18459,169.79225,132.62944,105.35065,112.68005,49.71549,88.96896,177.61762,162.20576,78.36041,55.10569,49.4234,53.30882,69.72344,63.22543
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",795,Turkmenistan,G,CON_USD_M,0.02383,0.01917,0.52704,0.01438,0.01283,,0.04958,0.06952,,0.03513,0.02135,0.25732,,,,,,,,0.00794,0.00296,0.01016
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",796,Turks and Caicos Islands,G,CON_USD_M,0.04323,,,0.06569,,,,,,,,,,,,,,,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",798,Tuvalu,G,CON_USD_M,,,0.59176,0.01953,,,,0.00274,,0.37593,0.04346,2.61921,1.31349,2.88948,0.20704,2.98111,1.37545,1.06009,0.07942,0.02712,3.51198,3.31484
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",800,Uganda,G,CON_USD_M,50.39956,76.47736,34.18715,75.38075,71.18837,102.17672,94.24035,174.74485,105.24924,199.73059,164.27484,88.51138,104.61141,96.1895,96.34974,133.85668,142.31794,154.42368,164.3209,138.88708,177.00699,145.8596
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",804,Ukraine,G,CON_USD_M,,,,,,5.24604,5.44391,3.73703,1.48961,1.32707,5.66433,9.22443,0.54203,0.45727,7.49687,9.69278,7.58452,36.3243,11.64387,33.86211,38.00531,25.4495
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",834,United Republic of Tanzania,G,CON_USD_M,59.50765,27.72298,42.40579,80.11929,43.39319,63.92247,102.83334,160.79617,166.50708,232.85644,231.51705,181.0604,234.10522,201.6185,175.18258,147.52709,119.09034,67.34714,177.15972,250.76732,145.30978,198.64061
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",858,Uruguay,G,CON_USD_M,,,0.03025,0.72384,1.20226,1.45728,0.65866,0.64618,0.4602,2.0394,0.74804,0.69265,0.3188,0.69693,0.15242,0.54052,0.36242,0.76666,,,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",860,Uzbekistan,G,CON_USD_M,2.60794,0.7214,8.03074,11.66453,11.1855,10.4033,10.7929,11.24708,14.17096,9.78643,33.66982,39.0897,55.43174,71.76348,111.31118,117.33201,123.37282,71.74015,104.81024,162.37032,133.7437,126.75704
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",548,Vanuatu,G,CON_USD_M,,,,0.59987,0.23131,0.40114,0.29342,3.30346,7.98723,1.19288,0.86435,1.34992,0.23742,2.02678,5.13431,3.3578,2.86671,2.42328,1.58002,5.01323,7.06851,9.79449
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",862,Venezuela (Bolivarian Republic of),G,CON_USD_M,3.46372,0.18399,0.82323,0.80563,0.35285,3.1302,5.44889,5.99443,3.58248,0.20375,0.27753,0.73063,0.66175,0.29029,0.55284,0.22064,0.23539,0.17669,0.11014,0.18508,1.06088,0.84362
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",704,Viet Nam,G,CON_USD_M,188.97544,518.85761,84.77985,118.2612,118.24906,153.47261,168.60118,272.54207,300.32939,338.962,402.50864,384.82543,418.31739,516.0556,552.01526,602.81824,629.44651,537.12267,587.9542,428.60714,438.89885,413.34339
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",876,Wallis and Futuna Islands,G,CON_USD_M,,,,,,,,0.02112,,,,,,,,0.04074,2.63942,0.09197,0.11835,0.013,,
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",11,Western Africa,G,CON_USD_M,495.9489,859.7001,297.04102,346.88097,498.46373,503.93151,523.79617,662.56686,822.09065,744.50532,817.95894,847.04533,870.87047,868.36607,1014.47149,1020.19832,1240.35357,1011.19923,1262.20735,1251.23264,996.16261,823.87652
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",145,Western Asia,G,CON_USD_M,602.78929,815.95731,306.9027,408.01381,435.0306,1630.28189,1254.73708,977.11736,749.56814,719.22928,843.1697,731.78343,661.33057,701.21966,1052.36035,1194.92812,1235.4446,1406.00168,1159.4456,996.62669,930.74905,643.77044
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",887,Yemen,G,CON_USD_M,110.58775,6.41196,38.38151,30.33621,31.147,80.04071,72.11695,73.14017,73.01546,64.47503,62.73658,25.72999,38.46502,64.94054,62.54554,18.9436,44.40119,39.89132,57.36312,78.07405,55.02879,54.25744
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",894,Zambia,G,CON_USD_M,132.35655,36.44182,40.31684,48.46308,62.59905,61.90888,62.80718,56.64394,42.20949,61.10296,41.39151,61.34395,74.89972,105.6192,112.63781,119.53273,155.71188,155.67921,157.33394,91.17285,73.16782,91.20583
6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",716,Zimbabwe,G,CON_USD_M,3.93692,2.88945,2.15385,2.34002,1.02462,1.38319,2.21994,0.36424,13.22494,12.43522,17.94888,33.61521,62.95297,53.95825,49.34331,27.09603,16.49386,25.2696,30.87461,12.7329,19.31977,10.7243
